Gene_symbol	Ensembl_ID	Mask	All_Eur_hom.alt	All_Eur_het	All_Eur_hom.ref	All_BP_hom.alt	All_BP_het	All_BP_hom.ref	fisher.p.val	adj.fisher.p.val	log.odds.ratio	lower.CI	upper.CI	p.val	adj.p.val	log.odds.ratio.sex	lower.CI.sex	upper.CI.sex	p.val.sex	adj.p.val.sex
SPRED2	ENSG00000198369	M3	0	196	12784	0	6	129	0.018098180830135	1	1.10978207350614	0.2791671412895	1.94039700572278	0.00882650440568622	0.0249218947925258	1.11019932070104	0.279552498969679	1.94084614243241	0.00880366030373985	0.0248573937987949
FKBP6	ENSG00000077800	M3	1	306	12673	0	8	127	0.0260500110810105	1	0.942396683918416	0.224609482718965	1.66018388511787	0.0100741247965862	0.0268643327908966	0.940659224370837	0.222613518204997	1.65870493053668	0.010240358306278	0.0273076221500748
SLC2A8	ENSG00000136856	M3	138	2582	10260	0	17	118	0.0469786617665744	1	-0.617910704311398	-1.11272580897818	-0.123095599644612	0.0143832767062323	0.0363366990473237	-0.619331739111579	-1.11418400113173	-0.124479477091433	0.0141674075800669	0.0357913454654322
UCHL1	ENSG00000154277	M3	0	54	12926	0	2	133	0.113187554977051	1	1.28081007149865	-0.14082541961527	2.70244556261257	0.0774273236212912	0.185825576691099	1.2814581753787	-0.140242523141363	2.70315887389877	0.0772910660607587	0.185498558545821
TNFRSF13B	ENSG00000240505	M3	0	465	12515	0	1	134	0.0958444381033868	1	-1.60519373674268	-3.57392403998867	0.363536566503319	0.110032703210608	0.251503321624247	-1.60514275927123	-3.5738769157895	0.363591397247042	0.110044693541544	0.251530728094957
SKA2	ENSG00000182628	M3	0	21	12959	0	1	134	0.203728632150646	1	1.52718356867077	-0.486109524964606	3.54047666230614	0.137085932357781	0.299096579689703	1.51611169576404	-0.497634075588173	3.52985746711625	0.14004582826767	0.30555453440219
SUSD4	ENSG00000143502	M3	1	185	12794	0	4	131	0.139824860635754	1	0.725534410383524	-0.269378241609152	1.7204470623762	0.152920145448719	0.314415664030176	0.725445428867475	-0.269899319911587	1.72079017764654	0.153148878957768	0.311323090054664
SPATA31D1	ENSG00000214929	M3	5	1111	11864	0	7	128	0.252566348520313	1	-0.543243390233494	-1.30423436797058	0.217747587503594	0.161769207005607	0.314415664030176	-0.544104591998912	-1.30511685371962	0.216907669721799	0.16111694924068	0.311323090054664
NDUFB3	ENSG00000119013	M3	0	71	12909	0	2	133	0.17314551425935	1	1.00579819670766	-0.409834097657143	2.42143049107247	0.16375815834905	0.314415664030176	1.0097355455725	-0.406006481959531	2.42547757310452	0.162147442736804	0.311323090054664
PKP1	ENSG00000081277	M3	5	937	12038	0	6	129	0.346217831528284	1	-0.521392285858489	-1.33975096337074	0.296966391653759	0.211763365614147	0.39094775190304	-0.523812532574766	-1.3422932382472	0.294668173097664	0.209718180005739	0.38717202462598
TMPRSS15	ENSG00000154646	M3	990	5598	6392	4	64	67	0.0916735573778697	1	-0.131201125254969	-0.408185370857216	0.145783120347278	0.353205160741231	0.627920285762189	-0.132018902988756	-0.409051091244547	0.145013285267034	0.350296014351418	0.622748469958076
PLEKHN1	ENSG00000187583	M3	0	358	12622	0	2	133	0.591731242359872	1	-0.634537933567108	-2.0341567725836	0.765080905449387	0.374229539444575	0.641536353333557	-0.633290428423121	-2.03292196300656	0.766341106160314	0.375173819806224	0.643155119667813
GTF2IRD1	ENSG00000006704	M3	0	265	12715	0	4	131	0.360395810519018	1	0.381904889692857	-0.620335740194047	1.38414551957976	0.45515626971066	0.753362101590057	0.385812938729238	-0.616529750308772	1.38815562776725	0.450601801156766	0.745823670880165
VNN2	ENSG00000112303	M3	1	418	12561	0	3	132	0.805474248856969	1	-0.384615171574667	-1.5310979171622	0.761867574012867	0.510848549990052	0.817357679984083	-0.381140560092587	-1.52757011530656	0.765288995121382	0.514654591457141	0.823447346331426
PLIN1	ENSG00000166819	M3	4	879	12097	1	9	125	0.063770221145108	1	0.187674647236464	-0.428235103338418	0.803584397811345	0.550358418090803	0.831778149821678	0.188477504084209	-0.42736772226209	0.804322730430508	0.548612310434535	0.830988142341994
TRIB2	ENSG00000071575	M3	12	602	12366	0	5	130	0.854962569527583	1	-0.266363110854438	-1.149713234299	0.616987012590121	0.554518766547786	0.831778149821678	-0.266730132670168	-1.15012222644725	0.616661961106909	0.553992094894662	0.830988142341994
PSIP1	ENSG00000164985	M3	0	57	12923	0	1	134	0.451975379286082	1	0.525872880653438	-1.45852050316503	2.51026626447191	0.603482539997334	0.877792785450668	0.53163269520568	-1.45289587870594	2.51616126911729	0.599546959117474	0.872068304170872
LHPP	ENSG00000107902	M3	0	59	12921	0	1	134	0.463249586317155	1	0.491231929779702	-1.49258572554999	2.47504958510939	0.627445614583475	0.885805573529612	0.491334371842779	-1.49252516954974	2.4751939132353	0.627381102658469	0.88571449787078
PRDX3	ENSG00000165672	M3	2	254	12724	0	2	133	1	1	-0.295057430903547	-1.68855200174254	1.09843713993545	0.678141014758919	0.92013142776357	-0.300351947884022	-1.69399759826646	1.09329370249842	0.672731466187588	0.922603153628692
TRIM17	ENSG00000162931	M3	0	145	12835	0	2	133	0.665030127857039	1	0.285995403136158	-1.11985045620687	1.69184126247919	0.690098570822677	0.92013142776357	0.280953517792333	-1.12501725382339	1.68692428940806	0.695311412580483	0.927081883440644
NF1	ENSG00000196712	M3	0	326	12654	0	3	132	1	1	-0.125358365059053	-1.27498040052038	1.02426367040228	0.830764966710534	0.99825605266927	-0.131880424428991	-1.28171699914276	1.01795615028478	0.822136476277786	0.993898449062985
ARID2	ENSG00000189079	M3	0	350	12630	0	4	131	0.786299870207265	1	0.0969940987096687	-0.903487194790748	1.09747539221009	0.849298561243166	0.99825605266927	0.10143038477686	-0.899173697681205	1.10203446723492	0.842513162072847	0.993898449062985
FAM234B	ENSG00000084444	M3	0	112	12868	0	1	134	1	1	-0.153839782018022	-2.12983471216865	1.82215514813261	0.878720268165944	0.99825605266927	-0.160239426692715	-2.13636979587504	1.81589094248961	0.873725178465616	0.993898449062985
CDC42BPB	ENSG00000198752	M3	0	213	12767	0	2	133	1	1	-0.103875117194865	-1.50669064729647	1.29894041290674	0.884607742414741	0.99825605266927	-0.103709697794841	-1.50654146114382	1.29912206555414	0.884791543050586	0.993898449062985
TCHP	ENSG00000139437	M3	0	89	12891	0	1	134	0.607183177768437	1	0.0778085026986956	-1.9004638449705	2.05608085036789	0.938553215797535	0.99825605266927	0.0767423194195601	-1.90156089995633	2.05504553879545	0.93939451151411	0.993898449062985
GTF2B	ENSG00000137947	M3	4	454	12522	0	0	135	0.0555150709723429	1	-14.013041952757	-607.124493705984	579.098409800471	0.963065767661493	0.99825605266927	-14.0134235721681	-607.028039436582	579.001192292246	0.963058735542835	0.993898449062985
RWDD4	ENSG00000182552	M3	0	169	12811	0	0	135	0.424480287346819	1	-13.0132838089188	-609.472612473164	583.446044855327	0.965891558217959	0.99825605266927	-13.0152517817419	-609.376806896429	583.346303332945	0.965880813692307	0.993898449062985
ATRNL1	ENSG00000107518	M3	0	198	12782	0	2	133	1	1	-0.0296757680936273	-1.4329870782544	1.37363554206714	0.966939321237847	0.99825605266927	-0.0287160345861088	-1.43204842336409	1.37461635419187	0.968008422469944	0.993898449062985
TAS2R1	ENSG00000169777	M3	0	23	12957	0	0	135	1	1	-11.0019515655995	-605.794918913502	583.791015782303	0.971080090448467	0.99825605266927	-11.0062199740231	-605.702849342656	583.690409394609	0.97106419071065	0.993898449062985
TPRG1L	ENSG00000158109	M3	0	107	12873	0	0	135	0.63083141420845	1	-13.0084558911395	-762.613141203727	736.596229421448	0.972866996021527	0.99825605266927	-13.0029534789219	-762.496150668043	736.490243710199	0.972874435706735	0.993898449062985
PIF1	ENSG00000140451	M3	23	1693	11264	2	14	119	0.0235503748503144	1	-0.00536870313905395	-0.496208987586246	0.485471581308139	0.982896535922213	0.99825605266927	-0.00557710809921608	-0.496391157406497	0.485236941208065	0.982231763392297	0.993898449062985
LRSAM1	ENSG00000148356	M3	0	192	12788	0	2	133	1	1	0.00156519048796995	-1.40196462231009	1.40509500328603	0.99825605266927	0.99825605266927	0.00547648936966058	-1.39813180967927	1.40908478841859	0.993898449062985	0.993898449062985
