Gene_symbol	Ensembl_ID	Mask	Breast_Eur_hom.alt	Breast_Eur_het	Breast_Eur_hom.ref	Breast_BP_hom.alt	Breast_BP_het	Breast_BP_hom.ref	fisher.p.val	adj.fisher.p.val	log.odds.ratio	lower.CI	upper.CI	p.val	adj.p.val	log.odds.ratio.sex	lower.CI.sex	upper.CI.sex	p.val.sex	adj.p.val.sex
SPATA31D1	ENSG00000214929	M3	3	244	2619	0	3	42	0.999999999993358	1	-0.284712861576833	-1.45195136248691	0.88252563933324	0.632597185787514	0.987486242621471	-0.28508775999238	-1.45233252711856	0.882157007133805	0.632151046629465	0.991151526646853
TNFRSF13B	ENSG00000240505	M3	0	98	2768	0	1	44	1	1	-0.443276795738434	-2.43558534371309	1.54903175223622	0.662778453162443	0.987486242621471	-0.443638132801886	-2.43596129288485	1.54868502728107	0.662522895881378	0.991151526646853
ATRNL1	ENSG00000107518	M3	0	43	2823	0	1	44	0.498747392966022	1	0.400165678641652	-1.60469384306534	2.40502520034864	0.695645989701965	0.987486242621471	0.399811382800957	-1.60504826531371	2.40467103091562	0.695902023990887	0.991151526646853
PRDX3	ENSG00000165672	M3	0	44	2822	0	1	44	0.50661497835839	1	0.37682186457621	-1.6275313510291	2.38117508018152	0.712517880812482	0.987486242621471	0.376467443165438	-1.62788589939321	2.38082078572408	0.712776289801754	0.991151526646853
SPRED2	ENSG00000198369	M3	0	44	2822	0	1	44	0.50661497835839	1	0.376821864576238	-1.62753135102928	2.38117508018176	0.712517880812491	0.987486242621471	0.376467443165453	-1.6278858993934	2.3808207857243	0.712776289801771	0.991151526646853
HLA-DMB	ENSG00000242574	M3	6	451	2409	0	8	37	0.709616456896049	1	0.111657360505043	-0.646072170903155	0.869386891913241	0.772722194634289	0.987486242621471	0.11125472451063	-0.646479984170194	0.868989433191454	0.773520847001549	0.991151526646853
PIF1	ENSG00000140451	M3	5	344	2517	0	5	40	0.999999999998739	1	-0.116425033516969	-1.03988377948049	0.807033712446551	0.804828976250884	0.987486242621471	-0.116812176792424	-1.04027618521162	0.806651831626768	0.804194241892918	0.991151526646853
TRIB2	ENSG00000071575	M3	1	143	2722	0	2	43	0.999999999995137	1	-0.13423305683446	-1.55295965445442	1.28449354078551	0.852882114561071	0.987486242621471	-0.134596063207807	-1.55332653059287	1.28413440417726	0.852489219465523	0.991151526646853
PKP1	ENSG00000081277	M3	1	209	2656	0	3	42	0.999999999995137	1	-0.105705435714705	-1.2800695218554	1.06865865042599	0.859965642333388	0.987486242621471	-0.106078752598334	-1.28044533068551	1.06828782548884	0.859476518451406	0.991151526646853
ARID2	ENSG00000189079	M3	0	72	2794	0	1	44	1	1	-0.125626213117081	-2.12149444250236	1.8702420162682	0.901817052017826	0.987486242621471	-0.125984186989141	-2.1218533424613	1.86988496848302	0.901538746094094	0.991151526646853
TMPRSS15	ENSG00000154646	M3	207	1212	1447	2	22	21	0.665454641885967	1	0.0266914446240728	-0.443037615287534	0.49642050453568	0.911322028967329	0.987486242621471	0.0261860389010411	-0.443576438774192	0.495948516576274	0.913000586065	0.991151526646853
GTF2IRD1	ENSG00000006704	M3	0	67	2799	0	1	44	1	1	-0.0518647637937155	-2.04873002352942	1.94500049594199	0.959400166539322	0.987486242621471	-0.0522220980837982	-2.04908785208495	1.94464365591736	0.959120698748793	0.991151526646853
GTF2B	ENSG00000137947	M3	1	108	2757	0	0	45	0.421468855290663	1	-14.4265241483163	-1229.71962310545	1200.86657480882	0.981437791488987	0.987486242621471	-14.426886833657	-1229.71992894249	1200.86615527517	0.981437324047861	0.991151526646853
TCHP	ENSG00000139437	M3	0	19	2847	0	0	45	1	1	-12.4187098249544	-1091.36581672054	1066.52839707064	0.982001859339909	0.987486242621471	-12.4190611335966	-1091.36616803063	1066.52804576344	0.982001350283046	0.991151526646853
ARHGAP45	ENSG00000180448	M3	27	507	2332	0	0	45	0.00121552974614934	1	-16.4848824443564	-1460.26692283718	1427.29715794846	0.982145975604123	0.987486242621471	-16.4853107158392	-1460.26689130081	1427.29626986913	0.982145506154986	0.991151526646853
VNN2	ENSG00000112303	M3	0	91	2775	0	0	45	0.401469569219209	1	-14.4443249734372	-1354.58602737337	1325.6973774265	0.983146023616567	0.987486242621471	-14.4446853987616	-1354.58638780334	1325.69701700581	0.983145603126481	0.991151526646853
PLEKHN1	ENSG00000187583	M3	0	80	2786	0	0	45	0.634957857530374	1	-14.4403688452817	-1443.75033896601	1414.86960127545	0.984201653487548	0.987486242621471	-14.440727847269	-1443.75069795585	1414.86924226131	0.98420126077608	0.991151526646853
RWDD4	ENSG00000182552	M3	0	31	2835	0	0	45	1	1	-13.4229337599575	-1406.07726093891	1379.23139341899	0.984928154399885	0.987486242621471	-13.4232865558926	-1406.07761373792	1379.23104062614	0.984927758312636	0.991151526646853
TPRG1L	ENSG00000158109	M3	0	29	2837	0	0	45	1	1	-13.4222285413302	-1453.29851815743	1426.45406107477	0.985423158204245	0.987486242621471	-13.4225810884796	-1453.29887069196	1426.45370851501	0.985422775372593	0.991151526646853
FAM234B	ENSG00000084444	M3	0	28	2838	0	0	45	1	1	-13.4218761184037	-1478.78467938336	1451.94092714656	0.985677036391705	0.987486242621471	-13.4222285413113	-1478.78503179813	1451.94057471551	0.985676660348949	0.991151526646853
NF1	ENSG00000196712	M3	0	59	2807	0	0	45	1	1	-14.432859423276	-1678.78572613684	1649.92000729029	0.986439546411736	0.987486242621471	-14.4332157389773	-1678.78608245134	1649.91965097339	0.986439211666051	0.991151526646853
TAS2R1	ENSG00000169777	M3	0	2	2864	0	0	45	1	1	-10.4127557383659	-1233.8102107176	1212.98469924087	0.986690365848322	0.987486242621471	-11.4131054334602	-2028.4541330708	2005.62792220388	0.991151526646853	0.991151526646853
PSIP1	ENSG00000164985	M3	0	10	2856	0	0	45	1	1	-12.4155535887946	-1499.64147959209	1474.8103724145	0.986945569933077	0.987486242621471	-12.4159037901426	-1499.64182979105	1474.81002221076	0.986945201743993	0.991151526646853
SKA2	ENSG00000182628	M3	0	4	2862	0	0	45	1	1	-11.4134547784502	-1437.67685854482	1414.84994898792	0.987486242621471	0.987486242621471	-11.4138042455085	-1437.67720801097	1414.84959951995	0.987485859495804	0.991151526646853
